1969,class,1970,class,1971,class,1972,class,1973,class,1974,class,1975,class,1976,class,1977,class,1978,class,1979,class
104.202,class7,187.853,class12,169.052,class11,85.178,class6,146.227,class10,158.011,class10,90.863,class6,125.694,class16,89.98,class6,95.309,class6,97.828,class7
149.397,class10,184.787,class12,131.04,class9,167.068,class11,108.125,class7,98.279,class7,156.333,class10,74.76,class16,145.672,class10,131.119,class9,118.22,class8
104.775,class7,124.889,class8,81.585,class6,124.255,class8,187.596,class12,110.556,class7,106.968,class7,136.905,class16,108.592,class7,128.759,class9,131.615,class9
134.299,class9,174.005,class11,112.186,class8,97.031,class7,76.827,class5,129.438,class9,97.96,class7,170.37,class16,101.283,class7,107.754,class7,124.062,class8
90.896,class6,77.646,class5,168.779,class11,99.054,class7,123.061,class8,134.747,class9,103.071,class7,107.101,class16,102.301,class7,139.669,class9,131.546,class9
101.935,class7,185.021,class12,104.125,class7,68.221,class5,83.129,class6,98.955,class7,109.81,class7,121.518,class16,79.316,class5,126.394,class8,87.275,class6
68.49,class5,103.979,class7,92.048,class6,76.554,class5,156.562,class10,119.64,class8,105.388,class7,125.117,class16,168.787,class11,120.753,class8,101.368,class7
103.994,class7,114.922,class8,157.161,class10,75.09,class5,127.581,class8,95.026,class6,127.663,class8,133.621,class16,170.706,class11,140.895,class9,118.36,class8
99.892,class7,112.594,class8,119.947,class8,186.504,class12,79.662,class5,125.228,class8,89.378,class6,98.637,class16,153.272,class10,142.606,class9,152.053,class10
192.328,class13,205.52,class13,205.61,class13,81.235,class6,120.792,class8,122.668,class8,119.711,class8,74.581,class16,128.354,class9,132.777,class9,112.127,class8
168.468,class11,92.075,class6,77.141,class5,135.384,class9,119.567,class8,149.909,class10,108.857,class7,89.508,class16,132.488,class9,119.18,class8,137.277,class9
110.27,class7,142.74,class9,148.072,class10,97.416,class7,97.526,class7,132.582,class9,98.164,class7,81.97,class16,105.921,class7,145.423,class10,98.935,class7
84.406,class6,102.884,class7,128.587,class9,116.307,class8,121.651,class8,107.979,class7,94.278,class6,94.808,class16,93.623,class6,146.021,class10,113.284,class8
126.48,class8,98.867,class7,143.26,class9,173.32,class11,79.236,class5,120.914,class8,124.054,class8,87.653,class16,89.308,class6,81.162,class6,112.895,class8
205.637,class13,132.886,class9,129.523,class9,113.805,class8,105.162,class7,93.459,class6,113.368,class8,176.366,class16,120.571,class8,63.103,class4,73.116,class5
95.459,class6,129.557,class9,82.707,class6,173.993,class11,171.133,class11,79.597,class5,90.341,class6,114.129,class16,111.065,class7,127.756,class8,90.657,class6
119.077,class8,106.997,class7,123.078,class8,101.179,class7,111.496,class7,116.935,class8,162.872,class11,152.872,class16,90.202,class6,169.681,class11,109.463,class7
124.557,class8,82.833,class6,158.085,class10,163.172,class11,93.507,class6,79.578,class5,126.396,class8,177.1,class16,141.771,class9,120.743,class8,144.001,class10
185.609,class12,133.639,class9,129.54,class9,137.044,class9,124.526,class8,87.439,class6,87.893,class6,144.765,class16,202.314,class13,93.876,class6,98.371,class7
83.462,class6,131.577,class9,151.178,class10,126.248,class8,132.52,class9,116.018,class8,149.901,class10,116.085,class16,147.764,class10,89.126,class6,132.779,class9
103.384,class7,115.698,class8,92.23,class6,94.445,class6,149.228,class10,80.945,class6,141.616,class9,112.291,class16,186.494,class12,102.341,class7,119.225,class8
152.956,class10,135.175,class9,135.477,class9,192.398,class13,175.835,class11,77.703,class5,61.793,class4,68.161,class16,136.69,class9,94.228,class6,110.334,class7
97.968,class7,133.87,class9,149.747,class10,110.285,class7,77.478,class5,131.503,class9,120.929,class8,161.962,class16,109.822,class7,155.601,class10,142.314,class9
93.064,class6,121.539,class8,129.017,class9,133.375,class9,117.732,class8,97.885,class7,133.63,class9,119.958,class16,140.431,class9,97.523,class7,82.709,class6
131.028,class9,120.935,class8,101.379,class7,98.21,class7,141.973,class9,62.728,class4,152.736,class10,71.059,class16,99.132,class7,77.306,class5,163.917,class11
98.111,class7,135.211,class9,128.659,class9,142.142,class9,142.248,class9,140.273,class9,177.162,class12,109.029,class16,109.618,class7,143.016,class9,138.265,class9
113.714,class8,79.863,class5,79.294,class5,80.957,class6,185.105,class12,120.406,class8,165.083,class11,141.996,class16,184.289,class12,111.476,class7,121.577,class8
152.849,class10,90.38,class6,174.385,class11,147.358,class10,127.219,class8,100.324,class7,133.478,class9,118.004,class16,184.315,class12,137.279,class9,129.902,class9
91.975,class6,126.357,class8,77.019,class5,129.611,class9,98.873,class7,139.629,class9,86.844,class6,136.993,class16,81.525,class6,129.686,class9,115.136,class8
100.483,class7,122.617,class8,71.436,class5,122.061,class8,158.641,class10,71.591,class5,133.423,class9,180.971,class16,109.812,class7,127.329,class8,138.38,class9
118.002,class8,126.849,class8,155.02,class10,80.225,class6,88.052,class6,119.402,class8,89.038,class6,151.742,class16,126.468,class8,128.908,class9,75.369,class5
95.249,class6,189.081,class12,118.521,class8,123.972,class8,123.738,class8,129.12,class9,113.181,class8,120.544,class16,94.371,class6,125.256,class8,94.613,class6
120.364,class8,93.499,class6,86.958,class6,73.231,class5,128.567,class9,160.683,class11,113.804,class8,144.576,class16,123.97,class8,95.862,class6,108.545,class7
126.88,class8,93.147,class6,135.335,class9,117.576,class8,132.129,class9,104.068,class7,125.562,class8,136.158,class16,97.129,class7,113.396,class8,130.472,class9
185.914,class12,169.184,class11,105.64,class7,92.922,class6,138.442,class9,150.893,class10,176.968,class12,128.373,class16,118.591,class8,142.471,class9,118.561,class8
136.646,class9,85.303,class6,94.883,class6,108.474,class7,132.357,class9,84.503,class6,149.125,class10,123.708,class16,125.129,class8,131.882,class9,141.008,class9
123.669,class8,122.626,class8,76.733,class5,205.592,class13,114.818,class8,129.287,class9,100.79,class7,162.555,class16,160.737,class11,110.853,class7,150.038,class10
106.856,class7,127.08,class8,121.397,class8,142.487,class9,82.952,class6,146.712,class10,129.707,class9,171.036,class16,136.958,class9,76.321,class5,92.766,class6
96.022,class7,99.641,class7,80.597,class6,136.364,class9,143.41,class9,139.159,class9,90.413,class6,95.46,class16,141.475,class9,145.118,class10,154.968,class10
81.13,class6,118.524,class8,133.989,class9,171.89,class11,90.567,class6,98.92,class7,127.956,class8,116.956,class16,140.436,class9,105.116,class7,112.567,class8
161.29,class11,92.243,class6,184.797,class12,96.634,class7,110.31,class7,120.363,class8,120.291,class8,189.725,class16,98.573,class7,78.149,class5,104.484,class7
215.734,class14,132.887,class9,109.967,class7,151.277,class10,115.22,class8,78.527,class5,80.586,class6,116.365,class16,113.46,class8,127.505,class8,151.178,class10
116.558,class8,119.488,class8,132.483,class9,108.74,class7,132.168,class9,101.14,class7,79.66,class5,109.524,class16,136.643,class9,204.098,class13,103.349,class7
91.561,class6,127.517,class8,91.396,class6,103.397,class7,101.142,class7,119.096,class8,97.631,class7,109.681,class16,110.027,class7,91.379,class6,168.805,class11
129.748,class9,169.844,class11,137.427,class9,118.277,class8,121.231,class8,107.138,class7,103.483,class7,107.849,class16,76.857,class5,96.605,class7,113.054,class8
98.29,class7,94.191,class6,134.175,class9,98.389,class7,136.59,class9,158.113,class10,104.741,class7,152.979,class16,83.017,class6,102.143,class7,160.317,class11
140.883,class9,147.668,class10,96.966,class7,158.937,class10,112.438,class8,90.76,class6,110.302,class7,176.906,class16,178.56,class12,99.027,class7,100.096,class7
101.144,class7,143.008,class9,96.645,class7,138.418,class9,112.743,class8,133.381,class9,129.876,class9,65.74,class16,104.274,class7,143.586,class9,135.151,class9
82.476,class6,114.223,class8,99.095,class7,135.163,class9,101.846,class7,168.59,class11,93.982,class6,126.138,class16,122.53,class8,105.771,class7,125.502,class8
101.526,class7,193.877,class13,178.56,class12,115.538,class8,162.153,class11,130.543,class9,88.317,class6,98.838,class16,141.279,class9,160.484,class11,182.241,class12
108.147,class7,173.569,class11,127.154,class8,85.725,class6,96.405,class7,126.703,class8,109.534,class7,79.424,class16,107.458,class7,118.846,class8,85.259,class6
125.969,class8,88.797,class6,106.019,class7,109.545,class7,126.346,class8,142.003,class9,88.643,class6,149.994,class16,154.044,class10,128.111,class9,147.72,class10
125.452,class8,113.375,class8,78.295,class5,105.173,class7,103.166,class7,115.025,class8,123.002,class8,81.705,class16,83.514,class6,115.869,class8,100.137,class7
146.036,class10,160.026,class11,82.553,class6,165.203,class11,100.865,class7,95.77,class6,105.899,class7,128.736,class16,115.607,class8,103.045,class7,136.304,class9
95.54,class6,92.848,class6,99.364,class7,121.046,class8,136.08,class9,122.879,class8,121.79,class8,111.394,class16,145.363,class10,73.28,class5,133.663,class9
70.818,class5,141.293,class9,151.826,class10,127.687,class8,97.519,class7,118.666,class8,66.421,class5,139.912,class16,127.801,class8,116.12,class8,95.182,class6
116.174,class8,117.513,class8,125.623,class8,132.405,class9,188.613,class12,160.537,class11,106.895,class7,98.626,class16,138.919,class9,136.238,class9,175,class11
101.403,class7,80.935,class6,124.815,class8,107.529,class7,134.675,class9,143.652,class9,127.67,class8,81.166,class16,141.46,class9,140.187,class9,95.741,class6
108.744,class7,77.953,class5,103.919,class7,174.395,class11,93.994,class6,164.043,class11,80.154,class6,99.84,class16,133.83,class9,120.519,class8,131.826,class9
116.092,class8,92.822,class6,92.744,class6,126.25,class8,148.326,class10,83.384,class6,113.625,class8,75.115,class16,85.905,class6,93.357,class6,171.956,class11
79.845,class5,143.783,class9,147.274,class10,91.181,class6,91.947,class6,119.838,class8,61.517,class4,77.868,class16,92.695,class6,130.132,class9,90.358,class6
119.777,class8,125.701,class8,88.683,class6,130.567,class9,144.683,class10,128.521,class9,148.572,class10,102.018,class16,119.756,class8,103.37,class7,119.381,class8
99.779,class7,122.146,class8,152.945,class10,114.969,class8,80.344,class6,141.768,class9,105.901,class7,125.037,class16,95.071,class6,120.027,class8,84.236,class6
79.7,class5,138.341,class9,110.681,class7,190.733,class12,107.728,class7,88.355,class6,86.438,class6,113.216,class16,135.05,class9,125.43,class8,169.745,class11
110.607,class7,90.971,class6,127.537,class8,174.425,class11,92.52,class6,123.396,class8,167.982,class11,113.245,class16,119.959,class8,75.555,class5,125.301,class8
62.729,class4,86.682,class6,99.12,class7,97.942,class7,98.369,class7,166.485,class11,99.351,class7,133.282,class16,132.097,class9,121.667,class8,115.557,class8
111.117,class7,138.044,class9,103.343,class7,155.438,class10,100.719,class7,127.944,class8,138.475,class9,143.034,class16,146.29,class10,101.119,class7,130.048,class9
90.698,class6,167.228,class11,81.162,class6,130.997,class9,91.439,class6,138.846,class9,129.887,class9,149.881,class16,184.609,class12,72.727,class5,170.752,class11
90.585,class6,145.44,class10,80.789,class6,202.753,class13,108.125,class7,118.858,class8,114.544,class8,61.304,class16,133.736,class9,104.108,class7,114.665,class8
149.908,class10,106.375,class7,150.873,class10,108.303,class7,133.01,class9,177.003,class12,104.623,class7,98.842,class16,120.056,class8,110.558,class7,187.512,class12
137.708,class9,123.079,class8,161.769,class11,161.57,class11,202.045,class13,77.021,class5,82.643,class6,137.284,class16,168.965,class11,106.666,class7,131.022,class9
138.564,class9,194.118,class13,134.574,class9,132.391,class9,145.556,class10,115.05,class8,102.883,class7,123.885,class16,57.862,class4,95.181,class6,123.583,class8
76.537,class5,86.514,class6,146.083,class10,129.151,class9,132.496,class9,116.754,class8,108.979,class7,116.825,class16,96.555,class7,121.885,class8,93.649,class6
91.852,class6,103.478,class7,109.521,class7,90.581,class6,80.815,class6,111.572,class7,205.857,class13,117.724,class16,124.397,class8,80.726,class6,96.721,class7
87.165,class6,169.77,class11,91.933,class6,120.433,class8,141.436,class9,83.692,class6,74.482,class5,90.094,class16,161.031,class11,165.284,class11,126.493,class8
86.124,class6,116.624,class8,144.945,class10,118.306,class8,119.925,class8,173.906,class11,110.868,class7,181.206,class16,96.227,class7,112.153,class8,198.296,class13
93.55,class6,114.361,class8,92.032,class6,165.149,class11,144.84,class10,136.945,class9,82.59,class6,134.307,class16,138.648,class9,116.494,class8,107.515,class7
85.569,class6,76.771,class5,81.599,class6,164.48,class11,133.489,class9,124.443,class8,138.165,class9,123.822,class16,86.119,class6,129.298,class9,115.966,class8
129.681,class9,92.138,class6,129.376,class9,85.426,class6,126.534,class8,94.567,class6,75.693,class5,107.953,class16,99.836,class7,77.133,class5,103.473,class7
91.989,class6,76.922,class5,120.723,class8,83.317,class6,113.726,class8,137.514,class9,127.457,class8,95.404,class16,80.147,class6,90.657,class6,78.306,class5
154.097,class10,93.659,class6,175.613,class11,156.915,class10,76.086,class5,130.542,class9,114.661,class8,178.026,class16,113.31,class8,105.029,class7,142.776,class9
108.194,class7,144.94,class10,200.342,class13,96.51,class7,135.299,class9,104.467,class7,119.151,class8,108.063,class16,92.267,class6,135.284,class9,106.271,class7
153.947,class10,113.25,class8,143.426,class9,128.403,class9,131.346,class9,135.667,class9,127.688,class8,131.005,class16,161.834,class11,97.194,class7,116.532,class8
101.866,class7,131.226,class9,99.071,class7,183.3,class12,108.826,class7,92.444,class6,167.249,class11,109.414,class16,121.103,class8,105.358,class7,90.373,class6
92.104,class6,73.181,class5,146.586,class10,98.837,class7,123.347,class8,102.789,class7,139.873,class9,140.327,class16,183.79,class12,94.662,class6,158.918,class10
124.305,class8,104.233,class7,75.864,class5,140.42,class9,123.595,class8,123.467,class8,167.959,class11,130.014,class16,90.572,class6,157.123,class10,127.355,class8
103.41,class7,89.926,class6,205.693,class13,101.576,class7,137.141,class9,128.873,class9,115.942,class8,130.367,class16,138.666,class9,128.358,class9,104.448,class7
91.392,class6,186.504,class12,118.735,class8,82.28,class6,97.593,class7,143.472,class9,136.844,class9,128.739,class16,113.105,class8,99.485,class7,114.499,class8
157.112,class10,119.895,class8,133.757,class9,125.313,class8,138.672,class9,141.338,class9,130.994,class9,108.692,class16,196.87,class13,75.237,class5,98.337,class7
134.379,class9,93.887,class6,147.299,class10,130.842,class9,141.396,class9,115.885,class8,163.438,class11,136.257,class16,145.828,class10,157.016,class10,127.716,class8
104.768,class7,108.763,class7,93.143,class6,106.753,class7,119.771,class8,73.054,class5,150.279,class10,127.041,class16,183.696,class12,106.234,class7,142.254,class9
106.714,class7,77.38,class5,149.124,class10,146.789,class10,84.051,class6,99.516,class7,125.775,class8,125.646,class16,119.117,class8,97.172,class7,164.564,class11
84.35,class6,105.167,class7,143.827,class9,127.844,class8,101.851,class7,95.292,class6,141.294,class9,122.485,class16,105.247,class7,90.187,class6,119.085,class8
